word,chunk,postposition,head-postag,dependency,is_arg,srl,predicate
इसके,NP,का_अलावा,VGF,adv,1,ARGM-DIS,VGF
कलाम,NP2,0_के,NP3,r6,0,,
स्वागत,NP3,0_में,VGF,k7,1,ARGM-LOC,VGF
भोज,NP4,0,VGF,k2,1,ARG1,VGF
रखा,VGF,या_जा+या१,CCP,ccof,0,,
कि,CCP,0,0,root,0,,
आइसलैंड,NP5,0_के,NP6,r6,0,,
इतिहास,NP6,0_में,VGF2,k7,1,ARGM-LOC,VGF2
दफा,NP7,0,VGF2,k7t,1,ARGM-MNR,VGF2
हुआ,VGF2,या,CCP,ccof,0,,
कलाम,NP,0,CCP,ccof,0,,
और,CCP,0,NP4,r6,0,,
आइसलैंड,NP2,0_के,NP3,r6,0,,
एस्ग्रेमसन,NP3,0_का,CCP,ccof,0,,
मौजूदगी,NP4,0_में,VGNF,k7,1,ARGM-LOC,VGNF
सेवाओं,NP5,0_पर,VGNF,k7,1,ARGM-LOC,VGNF
हुए,VGNF,एं,NP6,nmod__k1inv,0,,
समझौतों,NP6,0_पर,VGF,k7,1,ARG1,VGNF
नॉर्वे,NP7,0_में,VGF,k7p,0,,
भारत,NP8,0_के,NP9,r6,0,,
सचदेव,NP9,0,CCP2,ccof,0,,
और2,CCP2,0,VGF,k1,0,,
एगिलसन,NP10,0_ने,CCP2,ccof,0,,
हस्ताक्षर,NP11,0,VGF,pof,0,,
किए,VGF,या,0,root,0,,
सहमति,NP,0_सहित,VGNN,adv,1,ARGM-ADV,VGNN
समझौतों,NP2,0_से,VGNN,rh,1,ARGM-MNS,VGNN
देशों,NP3,0_के_बीच,VGNN,k7,1,ARGM-LOC,VGNN
संबंध,NP4,0,VGNN,k1,1,ARG1,VGNN
बढ़ने,VGNN,ना_का,NP5,r6-k1,0,,
उम्मीद,NP5,0,VGF,pof,0,,
है,VGF,है,0,root,0,,
समझौतों,NP,0_के_मुताबिक,VGF,k7,1,ARGM-ADV,VGF
अटलांटिक,NP2,0,NP3,nmod,0,,
हब,NP3,0_के_तौर_पर,VGNN,adv,1,ARGM-MNR,VGNN
पहचाने,VGNN,एं_जान+एं_वाला,NP4,nmod__k2inv,0,,
आइसलैंड,NP4,0_के_लिए,VGF,rt,1,ARG1,VGNN
भारत,NP5,0_में,VGF,k7p,1,ARGM-LOC,VGF
नीति,NP6,0_में,VGF,k7,1,ARGM-LOC,VGF
खुलापन,NP7,0,VGF,k1,1,ARG1,VGF
आएगा,VGF,गा,0,root,0,,
आइसलैंड,NP,0_के_पास,VGNN,k7p,1,ARGM-LOC,VGNN
कंपनियां,NP2,0,VGNN,k1,1,ARG1,VGNN
होने,VGNN,ना_के_नाते,VGF,vmod,0,,
देशों,NP3,0_को,VGF,k1,1,ARG0,VGNN2
उड़ानों,NP4,0_में,VGF,k7,0,,
संपर्क,NP5,0,VGNN2,k2,1,ARG1,VGNN2
बढ़ाने,VGNN2,ना_का,NP6,r6-k1,0,,
सुविधा,NP6,0,VGF,pof,0,,
होगी,VGF,गा,0,root,0,,
देशों,NP,0_के,NP2,r6,0,,
समझौते,NP2,0_के_तहत,VGF,k7,1,ARGM-ADV,VGF
देशों2,NP3,0_के,NP4,r6,0,,
प्रशासन,NP4,0_के_बीच,VGF,k7,1,ARGM-LOC,VGF
सहयोग,NP5,0,VGF,k1,1,ARG1,VGF
बढ़ेगा,VGF,गा,0,root,0,,
इसकी,NP,का,NP2,r6,0,,
खासियत,NP2,0,VGF,k1,1,ARG1,VGF
ये,NP3,0,VGF,k1s,1,ARG2-ATR,VGF
रही,VGF,या,CCP2,ccof,0,,
कि,CCP,0,NP3,rs,0,,
आइसलैंड,NP4,0_के,NP5,r6,0,,
इतिहास,NP5,0_में,VGF2,k7,1,ARGM-LOC,VGF2
दफा,NP6,0,VGF2,k7t,1,ARGM-TMP,VGF2
स्तर,NP7,0_पर,VGF2,k7,1,ARGM-LOC,VGF2
दावत,NP8,0,VGF2,k2,1,ARG1,VGF2
रखी,VGF2,या_जा+या१,CCP,ccof,0,,
और,CCP2,0,0,root,0,,
उस,NP9,0_पर,NULL__VGF,k7,0,,
बात,NP10,0,NULL__VGF,k1,0,,
ये2,NP11,0,NULL__VGF,k1s,0,,
कि2,CCP3,0,NP11,rs,0,,
NULL2,NULL__NP,0,0,root,0,,
कलाम,NP12,0_से,VGNN,ras-k1,1,ARG1,VGNN
मिलने,VGNN,ना_के_लिए,VGF3,rt,1,ARGM-PRP,VGF3
मेहमानों,NP13,0_का,NP14,r6,0,,
फेहरिस्त,NP14,0,VGF3,k1,1,ARG0,VGNN
इतनी,JJP,0,JJP2,jjmod,0,,
लंबी,JJP2,0,VGF3,k1s,1,ARG2-ATR,VGF3
थी,VGF3,था,CCP3,ccof,0,,
कि3,CCP4,0,JJP,jjmod,0,,
लोगों,NP15,0_को,VGF4,k1,1,ARG0,VGF4
खचाखच,JJP3,0,VGNF,adv,1,ARGM-MNR,VGNF
NULL3,NULL__NP,0,0,root,0,,
भरे,VGNF,एं,NP16,nmod__k1inv,0,,
हॉल,NP16,0_से,VGF4,k5,1,ARGM-MNR,VGF4
बैरंग,JJP4,0,VGF4,adv,1,ARGM-LOC,VGF4
लौटना,VGF4,ना_पड+या,CCP4,ccof,0,,
गैलरी,NP,0_में,JJP,jjmod,0,,
आयोजित,JJP,0,NP2,nmod,0,,
भोज,NP2,0_में,VGF,k7,1,ARGM-LOC,VGF
वासियों,NP3,0_के_लिए,VGF,rt,1,ARGM-PRP,VGF
कलाम,NP4,0,VGF,k1,1,ARG0,VGNF
उत्सव,NP5,0,VGNF,k2u,1,ARGM-MNR,VGNF
माहौल,NP6,0,VGNF,k2,1,ARG1,VGNF
लेकर,VGNF,कर,VGF,vmod,1,ARGM-MNR,VGF
आए,VGF,या,0,root,0,,
मौके,NP,0_पर,VGF,k7,1,ARGM-DIS,VGF
आइसलैंड,NP2,0_का,NP3,r6,0,,
ग्रिमसन,NP3,0_ने,VGF,k1,1,ARG0,VGF
कहा,VGF,या,0,root,0,,
कि,CCP,0,VGF,k2,1,ARG1,VGF
आइसलैंड2,NP4,0_के,NP5,r6,0,,
इतिहास,NP5,0_में,VGF2,k7,0,,
बार,NP6,0,VGF2,k7t,0,,
भोजन,NP7,0_का,NP8,r6-k2,0,,
आयोजन,NP8,0,VGF2,pof,0,,
किया,VGF2,या_जा+या१_है,CCP,ccof,0,,
कलाम,NP,0_के_लिए,VGF,rt,0,,
मेहमानों,NP2,0_ने,VGF,k1,1,ARG0,VGNF
मुस्कुरा,VGNF,0_कर,VGF,vmod,0,,
राष्ट्रपति,NP3,0_का,NP4,r6-k2,0,,
स्वागत,NP4,0,VGF,pof,0,,
किया,VGF,या,0,root,0,,
वे,NP,0,VGF,k1,1,ARG1,VGF
वर्ष,NP2,0_का,VGF,r6,1,ARG2-ATR,VGF
थीं,VGF,था,0,root,0,,
वर्षों,NP,0_से,VGF,k7t,1,ARGM-TMP,VGF
उनके,NP2,के_साथ,VGF,ras-k1,1,ARG2-LOC,VGF
रह,VGF,0_रह+एं,NP3,nmod__k1inv,0,,
इमरोज,NP3,0,VGF2,k1,1,ARG0,VGF
वक्त,NP4,0,VGF2,k7t,1,ARGM-TMP,VGF2
उनके2,NP5,के_पास,VGF2,k7,1,ARG2-ATR,VGF2
थे,VGF2,था,0,root,0,,
इमरोज,NP,0,VGF,k1,1,ARG1,VGF
खुद,NP2,0,NP,nmod,0,,
लेखक,NP3,0,VGF,k1s,1,ARG2-ATR,VGF
हैं,VGF,है,0,root,0,,
प्रीतम,NP,0_के,NP2,r6,0,,
परिवार,NP2,0_में,VGF,k7,1,ARGM-LOC,VGF
पुत्र,NP3,0,VGF,k1,1,ARG1,VGF
है,VGF,है,0,root,0,,
सूत्रों,NP,0_ने,VGF,k1,1,ARG0,VGF
बताया,VGF,या,0,root,0,,
कि,CCP,0,VGF,k2,1,ARG1,VGF
दिल्ली,NP2,0_में,VGF2,k7p,0,,
सोमवार,NP3,0_को,VGF2,k7t,0,,
शाम,NP4,0,VGF2,k7t,0,,
उनका,NP5,का,NP6,r6-k2,0,,
संस्कार,NP6,0,VGF2,pof,0,,
कर,VGF2,0_दे+या_जा+या१,CCP,ccof,0,,
पुरस्कार,NP,0_से,JJP,jjmod,0,,
सम्मानित,JJP,0,NP2,nmod,0,,
प्रीतम,NP2,0_ने,VGF,k1,1,ARG0,VGF
पुस्तकें,NP3,0,VGF,k2,1,ARG1,VGF
लिखी,VGF,या_है,CCP,ccof,0,,
और,CCP,0,0,root,0,,
उन्हें,NP4,को,VGF2,k4,0,,
अपने,NP5,0,NP6,r6,0,,
लेखन,NP6,0_के_लिए,VGF2,rt,0,,
पहचान,NP7,0,VGF2,pof,0,,
मिली,VGF2,या_हो+या_है,CCP,ccof,0,,
पंजाब,NP,0_में,VGNF,k7p,0,,
१९१९,NP2,0_को,VGNF,k7t,0,,
पैदा,JJP,0,VGNF,pof,0,,
हुई,VGNF,या,NP3,nmod,0,,
प्रीतम,NP3,0_को,VGF,k4,1,ARG0,VGF
पुरस्कार,NP4,0,VGF,k1,1,ARG1,VGF
मिल,VGF,0_चुक+या_है,0,root,0,,
उनकी,NP,का,NP2,r6,0,,
कृतियों,NP2,0_में,VGF,k7,1,ARGM-LOC,VGF
टिकट,NP3,0,CCP,ccof,0,,
कैनवस,NP4,0,CCP,ccof,0,,
कमरा,NP5,0,CCP,ccof,0,,
और2,CCP,0,VGF,k1,1,ARG1,VGF
संदेह,NP6,0,CCP,ccof,0,,
हैं,VGF,है,0,root,0,,
दरअसल,CCP,0,0,root,0,,
टिकट,NP,0,VGF,k1,1,ARG1,VGF
उनका,NP2,का,NP3,r6,0,,
वृत्तांत,NP3,0,VGF,k1s,1,ARG2-ATR,VGF
है,VGF,है,CCP,ccof,0,,
उसकी,NP,का,NP2,r6,0,,
उम्र,NP2,0,VGF,k1,1,ARG1,VGF
वर्ष,NP3,0,VGF,k1s,1,ARG2-ATR,VGF
है,VGF,है,CCP,ccof,0,,
और,CCP,0,0,root,0,,
उसे,NP4,0,VGF2,k2,1,ARG1,VGF2
अभी,NP5,0_का,VGF2,k7t,1,ARGM-EXT,VGF2
ग्रह,NP6,0,VGF2,k2s,1,ARG2-ATR,VGF2
माना,VGF2,या_जा_रह+या_है,CCP,ccof,0,,
नासा,NP,0_का,NP2,r6,0,,
टेलीस्कोप,NP2,0_का,NP3,r6,0,,
खोज,NP3,0_से,VGF,rh,1,ARGM-CAU,VGF
विज्ञानियों,NP4,0_में,VGF,k7,1,ARGM-LOC,VGF
उत्साह,NP5,0,VGF,k1,1,ARG1,VGF
है,VGF,है,0,root,0,,
ग्रह,NP,0_का,NP2,r6,0,,
अध्ययन,NP2,0_से,VGF,rh,1,ARGM-MNS,VGF
अंतरिक्ष,NP3,0_का,NP4,r6,0,,
गुत्थियां,NP4,0,VGF,k1,1,ARG1,VGF
सुलझ,VGF,0_सक+ता_है,0,root,0,,
NULL2,NULL2,0,0,root,0,,
NULL3,NULL__NP,0,0,root,0,,
देखा,VGF,या_जा+या,NULL__CCP,ccof,0,,
तो,CCP,0,0,root,0,,
ब्रह्मांड,NP,0,VGF2,k1,1,ARG2-LOC,VGF2
अपने,NP2,0_में,VGF2,k7p,1,ARGM-LOC,VGF2
रहस्यों,NP3,0_को,VGF2,k2,1,ARG1,VGF2
समाए,VGF2,या_हो+या_है,CCP,ccof,0,,
रहस्यों,NP,0_को,VGNN,k2,1,ARG1,VGNN
जानना,VGNN,ना,VGF,k1,1,ARG1,VGF
मुश्किल,JJP,0,VGF,k1s,1,ARG2-ATR,VGF
है,VGF,है,CCP,ccof,0,,
लेकिन,CCP,0,0,root,0,,
असंभव,JJP2,0,NULL__VGF,k1s,0,,
NULL2,NULL2,0,CCP,ccof,0,,
.,NEGP,0,NULL__VGF,fragof,0,,
कभी,NP,0,VGF,k7t,0,,
तारे,NP2,0,CCP,ccof,0,,
या,CCP,0,VGF,k7,0,,
ग्रह,NP3,0_के_बारे_में,CCP,ccof,0,,
पता,JJP,0,VGF,pof,0,,
चलता,VGF,ता_है,CCP2,ccof,0,,
तो,CCP2,0,0,root,0,,
कभी2,NP4,0,VGF2,k7t,1,ARGM-EXT,VGF2
मंगल,NP5,0_का,NP6,r6,0,,
गुत्थियां,NP6,0,VGF2,k1,1,ARG1,VGF2
सुलझ,VGF2,0_जा+ता_है,CCP2,ccof,0,,
न्यूयॉर्क,NP,0_का,NP2,r6,0,,
यूनिवर्सिटी,NP2,0_का,NP3,r6,0,,
वाटसन,NP3,0_के_अनुसार,VGF,k7,1,ARGM-EXT,VGF
उम्र,NP4,0,NP5,r6,0,,
ग्रह,NP5,0_को,VGF,k2,1,ARG1,VGF
४,NP6,0,NP7,nmod,0,,
नाम,NP7,0_का,NP8,r6,0,,
तारे,NP8,0_का,NP9,r6-k2,0,,
चक्कर,NP9,0,VGNF,pof,0,,
काटते,VGNF,ता,VGF,vmod,1,ARGM-MOD,VGF
देखा,VGF,या_जा+या१_है,0,root,0,,
वैज्ञानिक,NP,0,VGF,k1,1,ARG0,VGF
इसे,NP2,0,VGF,k2,1,ARG1,VGF
प्लेनेट,NP3,0,VGF,k2g,1,ARG2,VGF
कह,VGF,०_रह+एं_है,0,root,0,,
वैज्ञानिक,NP,0,VGF,k1,0,,
ग्रहों,NP2,0_का,JJP,r6-k2,0,,
पता,JJP,0,VGF,pof,0,,
लगा,VGF,या_चुक+या_है,0,root,0,,
जो,NP3,0,VGF2,k1,1,ARG1,VGF2
हमारे,NP4,का,NP5,r6,0,,
सौरमंडल,NP5,0_से_बाहर,VGF2,k7p,1,ARGM-LOC,VGF2
हैं2,VGF2,है,NP2,nmod__relc,0,,
लेकिन,CCP,0,0,root,0,,
आमतौर,NP,0_पर,VGF,k7,1,ARGM-ADV,VGF
माना,VGF,या_जा+ता_है,CCP,ccof,0,,
कि,CCP2,0,VGF,k2,1,ARG1,VGF
यह,NP2,0,VGF2,k1,1,ARG1,VGF2
साल,NP3,0,JJP,jjmod,0,,
पुराने,JJP,0,VGF2,k1s,1,ARG2-ATR,VGF2
होते,VGF2,ता_है,CCP2,ccof,0,,
पृथ्वी,NP,0,CCP,ccof,0,,
और,CCP,0,VGF,k1,1,ARG1,VGF
इसके,NP2,का,NP3,r6,0,,
ग्रह,NP3,0,CCP,ccof,0,,
लगभग,RBP,0,NP4,nmod,0,,
साल,NP4,0,JJP,jjmod,0,,
पुराने,JJP,0,VGF,k1s,1,ARG2-ATR,VGF
हैं,VGF,है,0,root,0,,
वैज्ञानिकों,NP,0_ने,VGF,k1,1,ARG0,VGF
बताया,VGF,या,0,root,0,,
कि,CCP,0,VGF,k2,1,ARG1,VGF
ग्रह,NP2,0_का,NP3,r6,0,,
पता,NP3,0,VGF2,k1,0,,
तारे,NP4,0_के,NP5,r6,0,,
ओर,NP5,0,VGNN,rd,0,,
धूल,NP6,0_का,NP7,r6,0,,
डिस्क,NP7,0_का,NP8,r6-k1,0,,
अध्ययन,NP8,0,VGNN,pof,0,,
करने,VGNN,ना_के_बाद,VGF2,k7t,0,,
पता2,JJP,0,VGF2,pof,0,,
चला,VGF2,या,CCP,ccof,0,,
यहां,NP,0,VGF,k7p,1,ARG2-LOC,VGF
वैज्ञानिकों,NP2,0_ने,VGF,k1,1,ARG0,VGF
धूल,NP3,0_में,VGF,k7p,1,ARGM-LOC,VGF
छिद्र,NP4,0,VGF,k2,1,ARG1,VGF
पाया,VGF,या,0,root,0,,
माना,VGF,या_जा_रह+या_है,0,root,0,,
कि,CCP,0,VGF,k2,1,ARG1,VGF
ग्रह,NP,0,VGF2,k1,1,ARG0,VGNN
NULL2,NULL__NP,0,0,root,0,,
धूल,NP2,0_का,VGNN,k1,1,ARG1,VGNN
मिलने,VGNN,ना_से,VGF2,rh,1,ARGM-CAU,VGF2
बना,VGF2,या_है.+है,CCP,ccof,0,,
मुख्यालय,NP,0_में,VGF,k7p,1,ARGM-LOC,VGF
वाटसन,NP2,0_ने,VGF,k1,1,ARG0,VGF
बताया,VGF,या,0,root,0,,
कि,CCP,0,VGF,k2,1,ARG1,VGF
प्लेनेट,NP3,0,VGF2,k1,1,ARG1,VGF2
साल,NP4,0,JJP,jjmod,0,,
पुराना,JJP,0,VGF2,k1s,1,ARG2-ATR,VGF2
है,VGF2,है,CCP2,ccof,0,,
और,CCP2,0,CCP,ccof,0,,
हमारे,NP5,का_द्वारा,VGNF,k1,1,ARG0,VGNF
अभी,NP6,0,VGNF,k7t,1,ARGM-TMP,VGNF
देखे,VGNF,या_जा+या१,NP7,nmod__k2inv,0,,
ग्रहों,NP7,0_में,VGF3,k7,1,ARG1,VGNF
यह2,NP8,0,VGF3,k1,1,ARG0,VGF3
युवा,JJP2,0,VGF3,k1s,1,ARG2-ATR,VGF3
है2,VGF3,है,CCP2,ccof,0,,
वाशिंगटन,NP,0_का,NP2,r6,0,,
इंस्टीट्यूशन,NP2,0_का,NP3,r6,0,,
बॉस,NP3,0_ने,VGF,k1,1,ARG0,VGF
खोज,NP4,0_को,VGF,k2,1,ARG2,VGF
चुनौती,NP5,0,VGF,k2s,1,ARG1,VGF
बताया,VGF,या,0,root,0,,
४,NP,0_के_पास,VGNF,k7p,1,ARGM-LOC,VGNF
देखे,VGNF,या_जा+या१,NP2,nmod__k2inv,0,,
ग्रह,NP2,0_को,VGNN,k1,1,ARG1,VGNF
बनने,VGNN,ना_में,VGF,k7,1,ARGM-TMP,VGF
लगभग,RBP,0,NP3,nmod,0,,
साल,NP3,0_का,NP4,r6,0,,
समय,NP4,0,VGF,k1,1,ARG1,VGF
लगता,VGF,ता_है,0,root,0,,
जो,NP,0,VGF,k1,1,ARG1,VGF
सतह,NP2,0,CCP,ccof,0,,
और,CCP,0,NP4,r6,0,,
गैस,NP3,0_का,CCP,ccof,0,,
संवर्धन,NP4,0_से,VGF,k3,1,ARGM-MNS,VGF
बनता,VGF,ता_है,0,root,0,,
स्पष्टीकरण,NP,0_से,VGF,k7,1,ARGM-MNR,VGF
माना,VGF,या_जा_सक+ता_है,0,root,0,,
कि,CCP,0,VGF,k2,1,ARG1,VGF
गैस,NP2,0,VGF2,k1,0,,
शीघ्र,RBP,0,VGF2,adv,0,,
संचित,JJP,0,VGF2,pof,0,,
हो,VGF2,0_जा+ता_है,CCP,ccof,0,,
बॉस,NP,0_ने,VGF,k1,1,ARG0,VGF
कहा,VGF,या,0,root,0,,
कि,CCP,0,VGF,k2,1,ARG1,VGF
अगर,CCP2,0,VGF3,vmod,1,ARGM-ADV,VGF3
यह,NP2,0,VGF2,k1,1,ARG1,VGF2
सच,NP3,0,VGF2,k1s,1,ARG2-ATR,VGF2
है,VGF2,है,CCP2,ccof,0,,
तो,CCP3,0,CCP,k2,0,,
इसमें,NP4,में,VGF3,k7,1,ARGM-LOC,VGF3
प्रणाली,NP5,0_का,NP6,r6,0,,
संदर्भ,NP6,0_में,VGF3,k7,1,ARGM-MNR,VGF3
निहितार्थ,NP7,0,VGF3,k1,1,ARG1,VGF3
है2,VGF3,है,CCP3,ccof,0,,
इससे,NP,से,VGF,k5,1,ARGM-DIS,VGF
निर्माण,NP2,0_का,NP3,r6,0,,
सिद्धांतों,NP3,0_से,JJP,jjmod,0,,
संबंधित,JJP,0,NP4,nmod,0,,
जानकारी,NP4,0,VGF,k1,1,ARG1,VGF
मिल,VGF,0_सक+ता_है,0,root,0,,
वहीं,NP,0,VGF,sent-adv,0,,
पिट्जर,NP2,0_ने,VGF,k1,0,,
क्षेत्र,NP3,0_में,VGNF,k7p,1,ARGM-LOC,VGNF
३००,NP4,0,NP6,fragof,0,,
हाल,NP5,0_में,VGNF,k7t,1,ARGM-TMP,VGNF
बने,VGNF,या,NP6,nmod__k1inv,0,,
तारों,NP6,0_का,NP7,r6-k2,1,ARG1,VGNF
पता,NP7,0,VGF,pof,0,,
लगाया,VGF,या_है,0,root,0,,
गौरतलब,JJP,0,VGF,pof,0,,
है,VGF,है,0,root,0,,
कि,CCP,0,NULL__NP,rs,0,,
नासा,NP,0_का,NP2,r6,0,,
टेलीस्कोप,NP2,0_से,VGF2,k5,0,,
NULL2,NULL__NP,0,0,root,0,,
नर्सरी,NP3,0_से,VGNN,k5,1,ARG2-SOU,VGNN
निकलने,VGNN,ना_वाली,NP4,nmod__k1inv,0,,
किरणों,NP4,0_का,NP5,r6-k2,1,ARG0,VGNN
अध्ययन,NP5,0,VGF2,pof,0,,
किया,VGF2,या_जा+ता_है,CCP,ccof,0,,
इसके,NP,के_पास,VGF,k7p,1,ARGM-LOC,VGF
टेलीस्कोप,NP2,0_ने,VGF,k1,1,ARG0,VGF
धूल,NP3,0_का,NP4,r6,0,,
कण,NP4,0_का,NP5,r6,0,,
साक्ष्य,NP5,0,VGF,k2,1,ARG1,VGF
पाए,VGF,या_जा+या१_है,0,root,0,,
जो,NP6,0,VGF2,k1,1,ARG1,VGF2
बर्फ़,NP7,0,CCP,ccof,0,,
मिथेनॉल,NP8,0,CCP,ccof,0,,
और,CCP,0,NP10,r6,0,,
डाइऑक्साइड,NP9,0_का,CCP,ccof,0,,
परत,NP10,0_से,VGF2,vmod,1,ARGM-MNR,VGF2
ढंके,VGF2,या_है,NP5,nmod__relc,0,,
खोज,NP,0_को,VGF,k2,1,ARG1,VGF
महत्वपूर्ण,JJP,0,VGF,k2s,1,ARG2-ATR,VGF
माना,VGF,या_जा_रह+या_है,0,root,0,,
खगोलशास्त्रियों,NP,0_का,VGNN,k1,1,ARG0,VGNN
मानना,VGNN,ना,VGF,k1,1,ARG1,VGF
है,VGF,है,0,root,0,,
कि,CCP,0,VGNN,k2,1,ARG1,VGNN
इसके,NP2,का,NP3,r6,0,,
अध्ययन,NP3,0_से,VGF2,rh,1,ARGM-MNS,VGF2
तारों,NP4,0_के_बारे_में,VGF2,k7,1,ARGM-ADV,VGF2
जानकारी,NP5,0,VGF2,k1,1,ARG1,VGF2
मिल,VGF2,0_सक+ता_है,CCP,ccof,0,,
समझा,VGF,या_जा+ता_है,0,root,0,,
कि,CCP,0,VGF,k2,1,ARG1,VGF
पृथ्वी,NP,0_पर,NP3,k7p,0,,
पानी,NP2,0_का,NP3,k1,0,,
मौजूदगी,NP3,0_का,VGF2,k1,0,,
तारों,NP4,0_से,VGF2,ras-k1,0,,
संबंध,NP5,0,VGF2,pof,0,,
है2,VGF2,है,CCP,ccof,0,,
अंतरिक्ष,NP,0_में,VGF,k7p,1,ARGM-LOC,VGF
तरह,NP2,0_का,NP3,r6,0,,
सामग्री,NP3,0_को,VGF,k2,1,ARG1,VGF
पाया,VGF,या_जा+या१_है,CCP,ccof,0,,
लेकिन,CCP,0,0,root,0,,
धूल,NP4,0_का,NP5,r6,0,,
डिस्क,NP5,0_में,VGNN,k7p,1,ARGM-LOC,VGNN
इसका,NP6,का,VGNN,k2,1,ARG1,VGNN
पाया2,VGNN,या_जा+ना,VGF2,k1,1,ARG1,VGF2
बात,NP7,0,VGF2,k1s,1,ARG2-ATR,VGF2
है2,VGF2,है,CCP,ccof,0,,
पुलिस,NP,0_का,NP2,r6,0,,
सेल,NP2,0_ने,VGF,k1,0,,
पुलिस2,NP3,0_के_साथ,NP4,nmod,0,,
कार्रवाई,NP4,0_के_दौरान,VGF,k7t,0,,
तड़के,NP5,0,VGF,k7t,0,,
सहारनपुर,NP6,0_में,VGF,k7p,0,,
गिरोह,NP7,0_का,NP8,r6,0,,
बदमाश,NP8,0,NP9,nmod,0,,
जनमेजय,NP9,0_को,VGF,k2,1,ARG1,VGNF
मार,VGNF,0,VGF,pof,0,,
गिराया,VGF,या,0,root,0,,
मारा,VGNF,या_जा+या१,NP,nmod__k2inv,0,,
NULL2,NULL__NP,0,0,root,0,,
बदमाश,NP,0,VGF,k1,1,ARG1,VGNF
जिले,NP2,0_में,JJP,jjmod,0,,
तैनात,JJP,0,NP3,nmod,0,,
सिपाही,NP3,0_का,NP4,r6,0,,
घर,NP4,0_में,VGF,k7p,1,ARGM-LOC,VGF
ठहरा,VGF,0_हो+या_था,0,root,0,,
जिसे,NP5,को,VGF2,k2,1,ARG2,VGF2
उसका,NP6,का,NP7,r6,0,,
रिश्तेदार,NP7,0,VGF2,k2g,1,ARG1,VGF2
बताया,VGF2,या_जा+या१_है,NP3,nmod__relc,0,,
गिरोह,NP,0_का,NP2,r6,0,,
बदमाश,NP2,0_का,NP7,r6,0,,
यूपी,NP3,0,CCP,ccof,0,,
हरियाणा,NP4,0,CCP,ccof,0,,
और,CCP,0,VGF,k4,1,ARG1,VGF
पुलिस,NP5,0_को,CCP,ccof,0,,
मामलों,NP6,0_में,VGF,k7,1,ARGM-LOC,VGF
तलाश,NP7,0,VGF,k1,1,ARG2-ATR,VGF
थी,VGF,था,0,root,0,,
जनमेजय,NP,0_के_खिलाफ,VGF,vmod,1,ARGM-MNR,VGF
हत्या,NP2,0,CCP,ccof,0,,
लूट,NP3,0,CCP,ccof,0,,
अपहरण,NP4,0,CCP,ccof,0,,
और,CCP,0,NP6,r6,0,,
जबरन,RBP,0,NP5,nmod,0,,
वसूली,NP5,0_का,CCP,ccof,0,,
मामले,NP6,0,VGF,k1,1,ARG1,VGF
थे,VGF,था,0,root,0,,
सेल,NP,0_का,NP2,r6,0,,
सिंह,NP2,0_ने,VGF,k1,1,ARG0,VGF
सम्मेलन,NP3,0_में,VGF,k7p,1,ARGM-LOC,VGF
बताया,VGF,या,0,root,0,,
कि,CCP,0,VGF,k2,1,ARG1,VGF
मारा,VGNF,या_जा+या१,NP5,nmod__k2inv,0,,
बदमाश,NP4,0,NP5,nmod,1,ARG0,VGNF2
जनमेजय,NP5,0,VGF2,k1,1,ARG1,VGNF
मोनी,NP6,0,NP5,nmod,0,,
मेरठ,NP7,0_का,NP8,r6,0,,
गांव,NP8,0,NP9,nmod,0,,
NULL2,NULL2,0,0,root,0,,
कलंजरी,NP9,0_का,VGNF2,r6,1,ARG2-LOC,VGNF2
रहने,VGNF2,ना_वाला,VGF2,k1s,1,ARGM-LOC,VGF2
था,VGF2,था,CCP,ccof,0,,
पुलिस,NP,0_से,VGNF,k5,0,,
निलंबित,JJP,0,VGNF,pof,0,,
होकर,VGNF,कर,VGNF2,vmod,1,ARGM-MNR,VGNF2
गिरोह,NP2,0,VGNF2,k2,1,ARG1,VGNF2
चलाने,VGNF2,ना_वाला,NP3,nmod__k1inv,0,,
गिरोह2,NP3,0_का,NP5,r6,1,ARG0,VGNF2
जनमेजय,NP4,0,VGF,k1,1,ARG1,VGF
अपराधी,NP5,0,VGF,k1s,1,ARG2-ATR,VGF
था,VGF,था,0,root,0,,
राठी,NP,0_का,VGNN,k2,1,ARG1,VGNN
पुलिस,NP2,0_का,NP3,r6,0,,
हाथों,NP3,0,VGNN,k3,1,ARG0,VGNN
मुठभेड़,NP4,0_में,VGNN,k7,1,ARGM-LOC,VGNN
मारे,VGNN,एं_जा+ना_के_बाद,VGF,k7t,1,ARGM-TMP,VGF
जनमेजय,NP5,0_का,NP6,r6,0,,
हाथों2,NP6,0_में,VGF,k7p,1,ARG1,VGF
गिरोह,NP7,0_का,NP8,r6,0,,
कमान,NP8,0,VGF,k1,1,ARG2-ATR,VGF
थी,VGF,था,0,root,0,,
राठी,NP,0_ने,VGF,k1,1,ARG0,VGNF
साथियों,NP2,0_के_साथ,VGF,ras-k1,0,,
मिलकर,VGNF,कर,VGF,vmod,0,,
मार्च,NP3,0_में,VGF,k7t,0,,
दिल्ली,NP4,0_का,NP5,r6,0,,
व्यापारी,NP5,0_को,VGF,k2,0,,
धमकी,NP6,0,VGNF2,pof,0,,
देकर,VGNF2,कर,VGF,vmod,0,,
रकम,NP7,0_का,NP8,r6-k2,0,,
मांग,NP8,0,VGF,pof,0,,
की2,VGF,या_था,0,root,0,,
