word,chunk,postposition,dependency-head,dependency,is_arg,srl,predicate,head-POS
विमानतल,NP2,0_से,VGF,k3,1,ARGM-LOC,VGF,n
सीधे,JJP,0,VGF,rd,1,ARGM-MNR,VGF,adj
पार्क,NP3,0,JJP2,k7p,0,,,n
स्थित,JJP2,0,NP4,nmod__k1inv,0,,,adj
स्थल,NP4,0,VGF,k7p,1,ARG2-GOL,VGF,n
पहुंचे,VGF,0,0,root,0,,,v
गौरतलब,JJP,0,VGF,k1s,1,ARG2-ATR,VGF,adj
है,VGF,है,0,root,0,,,v
कि,CCP,0,NULL__NP,rs,0,,,avy
राव,NP,0_के_कारण,VGF2,r6,1,ARGM-CAU,VGF2,n
सिंह,NP2,0,VGF2,k1,1,ARG0,VGF2,n
राजनीति,NP3,0_में,VGF2,k7,1,ARGM-LOC,VGF2,n
आए,VGF2,एं,CCP,ccof,0,,,v
वह,NP,0,VGF,k1,1,ARG1,VGF,pn
९६,NP2,0_के_दौरान,VGF,k7t,1,ARGM-EXT,VGF,n
सरकार,NP3,0_में,VGF,k7,1,ARGM-LOC,VGF,n
मंत्री,NP4,0,VGF,k1s,1,ARG2-ATR,VGF,n
थे,VGF,था,0,root,0,,,v
भारत,NP,0,CCP,ccof,0,,,n
और,CCP,0,VGNF,k7,1,ARGM-LOC,VGNF,avy
पाकिस्तान,NP2,0_का_बीच,CCP,ccof,0,,,n
बढ़ते,VGNF,ता,NP3,nmod__k1inv,0,,,v
संबंधों,NP3,0_का,NP4,r6,1,ARG1,VGNF,n
असर,NP4,0,VGF,k2,1,ARG1,VGF,n
कश्मीर,NP5,0_का,NP6,r6,0,,,n
किचन,NP6,0_में,VGF,k7p,1,ARGM-LOC,VGF,n
देखा,VGF,या_जा_रह+या_है,0,root,0,,,v
पाकिस्तान,NP,0_का,NP2,r6,0,,,n
साल्ट,NP2,0,VGF,k1,1,ARG0,VGF,n
लोगों,NP3,0_का,NP4,r6,0,,,n
किचन,NP4,0,VGF,k7p,1,ARGM-LOC,VGF,n
पहुंच,VGF,0_चुका+०_है,0,root,0,,,v
लोग,NP,0,VGF,k1,1,ARG0,VGF,n
इसे,NP2,0,VGF,k2,1,ARG1,VGF,pn
देशों,NP3,0_के_बीच,VGF,k7,1,ARGM-LOC,VGF,n
बढ़ते,VGNF,ता,NP4,nmod__k1inv,0,,,v
रिश्ते,NP4,0_का,NP5,r6,1,ARG1,VGNF,n
परिणाम,NP5,0_का,VGF,r6,1,ARGM-MNR,VGF,n
रूप,NP6,0_में,VGF,k7,1,ARGM-MNR,VGF,n
देख,VGF,0_रह+या_है,0,root,0,,,v
लोग,NP,0,VGF,k1,1,ARG0,VGF,n
इससे,NP2,से,VGF,k5,1,ARG2-SOU,VGF,pn
सबक,NP3,0,VGF,k2,1,ARG1,VGF,n
ले,VGF,0_रह+या_है,0,root,0,,,v
दशकों,NP,0_का,NP2,r6,0,,,n
दुश्मनी,NP2,0_के_बाद,VGNN,k7t,0,,,n
दिल्ली,NP3,0,CCP,ccof,0,,,n
और,CCP,0,VGNN,k7,0,,,avy
इस्लामाबाद,NP4,0_के_बीच,CCP,ccof,0,,,n
संबंधों,NP5,0_का,NP6,r6-k1,0,,,n
शुरुआत,NP6,0,VGNN,pof,0,,,n
होने,VGNN,ना_से,VGF,rh,1,ARGM-CAU,VGF,v
नमक,NP7,0,VGF,k1,1,ARG1,VGF,n
अब,NP8,0,VGF,k7t,1,ARGM-TMP,VGF,pn
आराम,NP9,0_से,VGF,adv,1,ARGM-MNR,VGF,n
बाजार,NP10,0_में,VGF,k7p,1,ARGM-LOC,VGF,n
मिलने,VGF,ना_लग+या_है,0,root,0,,,v
अब,NP,0,VGF,k7t,1,ARGM-TMP,VGF,pn
इसे,NP2,को,VGF,k2,1,ARG1,VGF,pn
दुकान,NP3,0_में,VGF,k7p,1,ARGM-LOC,VGF,n
खरीदा,VGF,या_जा_सक+ता_है,0,root,0,,,v
यह,NP,0,VGF,k1,1,ARG1,VGF,pn
नमक,NP2,0,VGF,k1s,1,ARG2-ATR,VGF,n
है,VGF,है,0,root,0,,,v
कश्मीर,NP,0_के_लिए,VGF,rt,0,,,n
नमक,NP2,0_का,NP3,r6,0,,,n
महत्व,NP3,0,VGF,k1,0,,,n
बात,NP4,0_से,VGF,k3,0,,,n
स्पष्ट,JJP,0,VGF,pof,0,,,adj
होता,VGF,ता_है,0,root,0,,,v
कि,CCP,0,NP4,rs,0,,,avy
वर्षो,NP5,0_के_दौरान,VGF2,k7t,1,ARGM-TMP,VGF2,n
राजनीति,NP6,0_का,NP7,r6,0,,,n
मुद्दा,NP7,0,VGF2,k1,1,ARG0,VGF2,n
रहा,VGF2,या_है,CCP,ccof,0,,,v
",",NP,0,VGF,sent-adv,1,ARGM-DIS,VGF,punc
स्तर,NP2,0_पर,VGF,k7,1,ARG2-LOC,VGF,n
यह,NP3,0,NP5,nmod,0,,,pn
लोगों,NP4,0_को,VGNN,k2,0,,,n
उद्वेलित,JJP,0,VGNN,pof,0,,,adj
करने,VGNN,ना_वाला,NP5,nmod__k1inv,0,,,v
मुद्दा,NP5,0,VGF,k1,1,ARG0,VGF,n
रहा,VGF,या_है,0,root,0,,,v
१९४७,NP,0,VGNF,k7t,1,ARGM-EXT,VGNF,n
घाटी,NP2,0_के_जरिये,VGF,k3,1,ARGM-MNS,VGF,n
पाकिस्तान,NP3,0_से,VGF,k5,1,ARGM-LOC,VGF,n
नमक,NP4,0,VGF,k1,1,ARG0,VGF,n
घाटी2,NP5,0,NP6,nmod,0,,,n
रोड,NP6,0,VGNF,k7p,1,ARGM-LOC,VGNF,n
होते,VGNF,ता_हो+एं,VGF,vmod,1,ARGM-MNR,VGF,v
कश्मीर2,NP7,0,VGF,k2p,1,ARG2-GOL,VGF,n
पहुंचता,VGF,ता_था,0,root,0,,,v
अक्टूबर,NP,0,NP2,nmod,0,,,n
१९४७,NP2,0_में,VGF,k7t,1,ARGM-TMP,VGF,n
जब,NP3,0,VGF,k7t,1,ARGM-TMP,VGF,pn
कश्मीर,NP4,0,VGF,k1,1,ARG1,VGF,n
भारत,NP5,0_का,NP6,r6,0,,,n
हिस्सा,NP6,0,VGF,k2,1,ARG2-ATR,VGF,n
बन,VGF,0_जा+या१,NULL__NP,nmod__relc,0,,,v
कश्मीर2,NP7,0_का,NP8,r6,0,,,n
नमक,NP8,0_का,NP9,r6,0,,,n
आपूर्ति,NP9,0,VGF2,k1,0,,,n
बाधित,JJP,0,VGF2,pof,0,,,adj
हो,VGF2,0_जा+या१,CCP,ccof,0,,,v
और,CCP,0,0,root,0,,,avy
तरह,NP10,0_से,VGF3,adv,0,,,n
फैमिन,NP11,0_का,NP12,r6,0,,,unk
स्थिति,NP12,0,VGF3,k1,0,,,n
पैदा,JJP2,0,VGF3,pof,0,,,adj
हो2,VGF3,0_जा+या१,CCP,ccof,0,,,v
कश्मीर,NP,0_का,VGF,r6,1,ARGM-LOC,VGF,n
जमन,NP2,0_ने,VGF,k1,1,ARG0,VGF,n
कहा,VGF,या,0,root,0,,,v
कि,CCP,0,VGF,k2,1,ARG1,VGF,avy
कश्मीर2,NP3,0_में,VGF2,k7p,1,ARG2-LOC,VGF2,n
वर्षो,NP4,0_से,VGF2,k7t,1,ARGM-EXT,VGF2,n
नमक,NP5,0_का,NP6,r6,0,,,n
कमी,NP6,0,VGF2,k1,1,ARG0,VGF2,n
रही,VGF2,या_है,CCP,ccof,0,,,v
इसकी,NP,का,NP2,r6,0,,,pn
कीमत,NP2,0,VGF,k1,1,ARG1,VGF,n
अधिक,JJP,0,VGF,adv,1,ARGM-MNR,VGF,avy
बढ़,VGF,0_जा+या१_था,0,root,0,,,v
कि,CCP,0,VGF,vmod,1,ARGM-DIS,VGF,avy
आदमी,NP3,0,VGF2,k1,0,,,n
इसका,NP4,का,NP5,r6-k2,0,,,pn
उपयोग,NP5,0,VGF2,pof,0,,,n
कर,VGF2,0_सक+ता_था,CCP,ccof,0,,,v
यद्यपि,CCP,0,VGF2,vmod,1,ARGM-ADV,VGF2,avy
१९४९,NP,0,VGF,k7t,1,ARGM-EXT,VGF,n
नमक,NP2,0_का,NP3,r6,0,,,n
आपूर्ति,NP3,0,VGF,k1,1,ARG1,VGF,n
घाटी,NP4,0_में,VGF,k7p,1,ARGM-LOC,VGF,n
सामान्य,JJP,0,VGF,k1s,1,ARG2-ATR,VGF,adj
हो,VGF,0_जा+या१_था,CCP,ccof,0,,,v
लेकिन,CCP2,0,0,root,0,,,avy
राजनीतिज्ञों,NP5,0_का,NP6,r6,0,,,n
वजह,NP6,0_से,VGF2,rh,1,ARGM-CAU,VGF2,n
इसमें,NP7,में,VGF2,k7,1,ARGM-LOC,VGF2,pn
फिर,RBP,0_से,VGF2,adv,1,ARGM-MNR,VGF2,adv
बाधा,NP8,0,VGF2,k2,1,ARG1,VGF2,n
आ,VGF2,0_जा+या१,CCP2,ccof,0,,,v
साल्ट,NP,0_का,NP2,r6,0,,,unk
अनुपलब्धता,NP2,0_को,VGF,k2,1,ARG2,VGF,n
घाटी,NP3,0_में,VGF,k7p,1,ARGM-LOC,VGF,n
मुद्दा,NP4,0,VGF,k2g,1,ARG1,VGF,n
बना,VGF,या_दे+या_जा+या१,0,root,0,,,v
इसे,NP,0,VGF,k4,1,ARG2,VGF,pn
नमक,NP2,0_का,NP3,r6,0,,,n
सवाल,NP3,0_का,NP4,r6,0,,,n
संज्ञा,NP4,0,VGF,k2,1,ARG1,VGF,n
दी,VGF,या_जा+या१,0,root,0,,,v
पार्टी,NP,0_का,NP2,r6,0,,,n
मकसद,NP2,0,VGF,k1,1,ARGM-PRP,VGF,n
नमक,NP3,0_के_प्रति,VGF,rd,1,ARGM-MNR,VGF,n
लोगों,NP4,0_का,NP5,r6,0,,,n
कमजोरी,NP5,0_को,VGF,k2,1,ARG1,VGF,n
अपने,NP6,0,NP7,r6,0,,,pn
पक्ष,NP7,0_में,VGF,k7p,1,ARGM-MNR,VGF,n
भुनाना,VGF,ना_था,CCP,ccof,0,,,v
कि,CCP,0,0,root,0,,,avy
नमक2,NP8,0_का,NP9,r6,0,,,n
उपलब्धता,NP9,0,VGF2,k1,0,,,n
सुनिश्चित,JJP,0,VGF2,pof,0,,,adj
कराना,VGF2,ना,CCP,ccof,0,,,v
अभिनेता,NP,0,NP2,nmod,0,,,n
ओबेरॉय,NP2,0,VGF,k1,0,,,n
विश्व,NP3,0_का,NP4,r6,0,,,n
लोगों,NP4,0_में,VGF,k2,0,,,n
शामिल,JJP,0,VGF,pof,0,,,adj
हैं,VGF,है,0,root,0,,,v
जिन्हें,NP5,को,VGF2,k2,1,ARG1,VGF2,pn
संगठन,NP6,0_द्वारा,VGF2,k1,1,ARG0,VGF2,n
धूम्रपान,NP7,0_के_खिलाफ,VGNN,k7,0,,,n
काम,NP8,0,VGNN,pof,0,,,n
करने,VGNN,ना_के_लिए,VGF2,vmod,1,ARGM-PRP,VGF2,v
२००४,NP9,0_का,NP10,r6,0,,,n
अवार्ड,NP10,0_के_लिए,VGF2,rt,1,ARGM-PRP,VGF2,n
चुना,VGF2,या_है,NP4,nmod__relc,0,,,v
डे,NP,0_का,NP2,r6,0,,,n
अवसर,NP2,0_पर,VGF,k7,1,ARGM-TMP,VGF,n
एशिया,NP3,0_के_लिए,VGF,rt,1,ARGM-PRP,VGF,n
संगठन,NP4,0_का,NP5,r6,0,,,n
कार्यालय,NP5,0_से,VGF,k7p,1,ARGM-LOC,VGF,n
रहमान,NP6,0_ने,VGF,k1,1,ARG0,VGF,n
सोमवार,NP7,0_को,VGF,k7t,1,ARGM-TMP,VGF,n
पत्रकारों,NP8,0_को,VGF,k4,1,ARG2,VGF,n
बताया,VGF,या,0,root,0,,,v
कि,CCP,0,VGF,k2,1,ARG1,VGF,avy
ओबेरॉय,NP9,0,VGF2,k1,0,,,n
धूम्रपान,NP10,0,VGF2,pof,0,,,n
करते,VGF2,ता,CCP,ccof,0,,,v
रहमान,NP,0_ने,VGF,k1,1,ARG0,VGF,n
कहा,VGF,या,0,root,0,,,v
कि,CCP,0,VGF,k2,1,ARG1,VGF,avy
विवेक,NP2,0,VGF2,k1,1,ARG0,VGF2,n
कैंसर,NP3,0_का,NP4,r6,0,,,n
संस्थानों,NP4,0_का_साथ,VGF2,ras-k1,1,ARGM-MNR,VGF2,n
काम,NP5,0,VGF2,k2,1,ARG1,VGF2,n
करते,VGF2,ता_आ_रह+एं_है,CCP,ccof,0,,,v
गौरतलब,JJP,0,VGF,k1,1,ARG2-ATR,VGF,adj
है,VGF,है,0,root,0,,,v
कि,CCP,0,NULL__NP,rs,0,,,avy
संगठन,NP,0_द्वारा,VGF2,k1,1,ARG0,VGF2,n
साल,NP2,0,VGF2,k7t,1,ARGM-TMP,VGF2,n
NULL2,NULL2,0,0,root,0,,,NULL
NULL3,NULL3,0,0,root,0,,,NULL
किए,VGNF,या_जा+या१,NP3,nmod,0,,,v
सर्वेक्षण,NP3,0_का_दौरान,VGF2,k7t,1,ARGM-LOC,VGF2,n
पाया,VGF2,या_जा+या१,CCP,ccof,0,,,v
कि2,CCP2,0,VGF2,k2,1,ARG1,VGF2,avy
मुंबई,NP4,0_का,NP5,r6,0,,,n
अभिनेताओं,NP5,0_में,VGF3,k7,1,ARGM-LOC,VGF3,n
ओबेरॉय,NP6,0,VGF3,k1,1,ARG1,VGF3,n
एक,NP7,0_पर,VGF3,k7,1,ARG2-ATR,VGF3,n
हैं,VGF3,है,CCP2,ccof,0,,,v
जिन्हें,NP8,0,VGF4,k1,1,ARG1,VGF4,pn
पर्दे,NP9,0_पर,VGF4,k7p,1,ARGM-LOC,VGF4,n
धूम्रपान,NP10,0,VGNF2,pof,0,,,n
करते,VGNF2,ता_हो+या,VGF4,vmod,1,ARGM-MNR,VGF4,v
बार,NP11,0,VGF4,k7t,1,ARGM-ADV,VGF4,n
दिखाया,VGF4,या_जा+या१_है,NP6,nmod__relc,0,,,v
अभिनेताओं,NP,0_में,VGF,k7,1,ARGM-LOC,VGF,n
खान,NP2,0,CCP,ccof,0,,,n
व,CCP,0,VGF,k1,1,ARG1,VGF,avy
देवगन,NP3,0,CCP,ccof,0,,,n
हैं,VGF,है,0,root,0,,,v
अध्ययन,NP,0_का,JJP,r6,1,ARG1,VGNN,n
सार्वजनिक,JJP,0,VGNN,k1,1,ARG2-ATR,VGNN,adj
होने,VGNN,ना_का_बाद,VGF,k7p,0,,,v
ओबेरॉय,NP2,0_ने,VGF,k1,1,ARG0,VGNN2,n
धूम्रपान,NP3,0_के_खिलाफ,VGF,vmod,0,,,n
NULL2,NULL__NP,0,0,root,0,,,NULL
काम,NP4,0,VGNN2,k2,1,ARG1,VGNN2,n
करना,VGNN2,ना,VGF,k2,0,,,v
शुरू,NP5,0,VGF,pof,0,,,n
किया,VGF,या,0,root,0,,,v
क्षेत्र,NP,0_से,VGF,k7p,1,ARGM-LOC,VGF,n
हस्तियां,NP2,0,CCP,ccof,0,,,n
और,CCP,0,VGF,k2,1,ARG1,VGF,avy
संस्थानों,NP3,0_को,CCP,ccof,0,,,n
अवार्ड,NP4,0_के_लिए,VGF,rt,1,ARGM-PRP,VGF,n
चुना,VGF,या_जा+या१_है,0,root,0,,,v
रहमान,NP,0_ने,VGF,k1,1,ARG0,VGF,n
कहा,VGF,या,0,root,0,,,v
कि,CCP,0,VGF,k2,1,ARG1,VGF,avy
समारोह,NP2,0_का_दौरान,VGF2,k7t,1,ARGM-TMP,VGF2,n
अवार्ड,NP3,0,VGF2,k2,1,ARG1,VGF2,n
दिया,VGF2,या_जा+गा,CCP,ccof,0,,,v
राइस,NP,0,VGF,k1,1,ARG1,VGF,n
अमरीका,NP2,0_का,NP3,r6,0,,,n
इतिहास,NP3,0_में,VGNN,k7,0,,,n
मंत्री,NP4,0_का,NP5,r6,0,,,n
पद,NP5,0_पर,VGNN,k7p,0,,,n
आसीन,JJP,0,VGNN,pof,0,,,adj
होने,VGNN,ना_वाली,NP6,nmod__k1inv,0,,,v
महिला,NP6,0,VGF,k1s,1,ARG2-ATR,VGF,n
हैं,VGF,है,0,root,0,,,v
मंत्री,NP,0_का,NP2,r6,0,,,n
रूप,NP2,0_में,NP4,nmod,0,,,n
उनकी,NP3,का,NP4,r6,0,,,pn
नियुक्ति,NP4,0_का,NP5,r6-k2,0,,,n
विरोध,NP5,0,VGNN,pof,0,,,n
करने,VGNN,ना_वाला,NP6,nmod__k1inv,0,,,v
मत,NP6,0,VGF,k1,1,ARG1,VGF,n
रिकार्ड,NP7,0,VGF,k1s,1,ARG2-ATR,VGF,n
है,VGF,है,0,root,0,,,v
जो,NP8,0,VGF2,k1,1,ARG1,VGF2,pn
सदस्यों,NP9,0_का,VGF2,r6,1,ARG2-ATR,VGF2,n
थे,VGF2,था,NP6,nmod__relc,0,,,v
क्रिसमस,NP,0_का,NP2,r6,0,,,n
उपहारों,NP2,0_से,VGNF,rh,1,ARG1,VGNF,n
लदे,VGNF,या,NP3,nmod__k1inv,0,,,v
कैदी,NP3,0,VGF,k1,1,ARG0,VGNF,n
सोमवार,NP4,0_को,VGF,k7t,1,ARGM-TMP,VGF,n
बार्डर,NP5,0_से,VGNF2,k5,1,ARGM-LOC,VGNF2,n
NULL2,NULL__NP,0,0,root,0,,,NULL
होकर,VGNF2,कर,VGF,vmod,1,ARGM-MNR,VGF,v
स्वदेश,NP6,0,VGF,k2p,1,ARG2-LOC,VGF,n
लौट,VGF,0_जा+या१,0,root,0,,,v
कैदियों,NP,0_को,VGF,k2,1,ARG2,VGF,n
आज,NP2,0,VGF,k7t,1,ARGM-TMP,VGF,n
बल,NP3,0,NP4,nmod,0,,,n
बीएसएफ,NP4,0_का,NP5,r6,0,,,n
यादव,NP5,0_ने,VGF,k1,1,ARG0,VGF,n
रेंजर्स,NP6,0_का,NP7,r6,0,,,n
सुमेधी,NP7,0_को,VGF,k4,1,ARG1,VGF,n
सौंपा,VGF,या,0,root,0,,,v
जिले,NP,0,NP2,nmod,0,,,n
गांव,NP2,0_का,NP3,r6,0,,,n
युवती,NP3,0,VGF,k1,1,ARG0,VGF,n
साल,NP4,0_पहला,VGF,k7t,1,ARGM-TMP,VGF,n
गलती,NP5,0_से,VGF,adv,1,ARGM-MNR,VGF,n
सीमा,NP6,0_में,VGF,k7p,1,ARG2-GOL,VGF,n
चली,VGF,या_आ+या_था,0,root,0,,,v
उसे,NP,को,VGF,k2,1,ARG1,VGF,pn
बाद,NP2,0_में,VGF,k7t,1,ARGM-TMP,VGF,nst
जालंधर,NP3,0,JJP,jjmod,0,,,n
स्थित,JJP,0,NP4,nmod,0,,,adj
आश्रम,NP4,0_में,VGF,k7p,1,ARGM-LOC,VGF,n
रखा,VGF,या_जा+या१_था,0,root,0,,,v
अल्ताफ,NP,0,VGF,k1,0,,,n
साल,NP2,0_पहले,VGF,k7t,0,,,n
गलती,NP3,0_से,VGF,adv,0,,,n
सीमा,NP4,0_में,VGF,k7p,0,,,n
प्रवेश,NP5,0,VGF,pof,0,,,n
कर,VGF,0_जा+या१_था,CCP,ccof,0,,,v
",",CCP,0,0,root,0,,,punc
उसे,NP6,को,VGF2,k2,1,ARG1,VGF2,pn
फरीदकोट,NP7,0,JJP,jjmod,0,,,n
स्थित,JJP,0,NP8,nmod,0,,,adj
गृह,NP8,0_में,VGF2,k7p,1,ARGM-LOC,VGF2,n
रखा,VGF2,या_जा+या१_था,CCP,ccof,0,,,v
इसमें,NP,में,VGF,k7,1,ARGM-LOC,VGF,pn
अब,NP2,0,VGF,k7t,1,ARGM-TMP,VGF,pn
लड़के,NP3,0,VGF,k1,1,ARG1,VGF,n
हैं,VGF,है,0,root,0,,,v
मुद्दे,NP,0_पर,VGF,k2,0,,,n
संसद,NP2,0_का,NP3,r6,0,,,n
कार्यवाही,NP3,0_में,VGNN,k7,0,,,n
गतिरोध,NP4,0_को,VGNN,k2,0,,,n
दूर,NP5,0,VGNN,pof,0,,,nst
करने,VGNN,ना_के_लिए,JJP,jjmod,0,,,v
चटर्जी,NP6,0_द्वारा,JJP,jjmod,0,,,n
आमंत्रित,JJP,0,NP7,nmod,0,,,adj
बैठक,NP7,0_में,VGF,k7p,1,ARGM-LOC,VGF,n
मुखर्जी,NP8,0,CCP,ccof,0,,,n
और,CCP,0,VGF,k1,1,ARG1,VGF,avy
यू,NP9,0_का,NP10,r6,0,,,n
सिंह,NP10,0,CCP,ccof,0,,,n
आपस,NP11,0_में,VGF,k7,1,ARGM-LOC,VGF,pn
उलझ,VGF,0_पड+या,CCP2,ccof,0,,,v
और2,CCP2,0,0,root,0,,,avy
दोनों,NP12,0_के_बीच,VGF2,k1,0,,,n
झोंक,NP13,0,VGF2,pof,0,,,n
हो,VGF2,0_जा+या१,CCP2,ccof,0,,,v
मामला,NP,0,VGF,k1,1,ARG1,VGF,n
तब,NP2,0,VGF,k7t,1,ARGM-TMP,VGF,pn
गरमाया,VGF,या,0,root,0,,,v
जब,NP3,0,VGF2,k7t,0,,,pn
मुखर्जी,NP4,0_ने,VGF2,k1,0,,,n
शब्दों,NP5,0_में,VGF2,k7,0,,,n
बात,NP6,0_पर,VGF2,k2,0,,,n
नाराजगी,NP7,0,VGF2,pof,0,,,n
जताई,VGF2,या,NP2,nmod__relc,0,,,v
कि,CCP,0,NP6,rs,0,,,avy
सदन,NP8,0_में,VGF3,k7p,1,ARGM-LOC,VGF3,n
उन्हें,NP9,को,VGF3,k1,1,ARG2,VGF3,pn
बोलने,VGNN,ना,VGF3,vmod,1,ARG1,VGF3,v
दिया,VGF3,या_जा+या१,CCP,ccof,0,,,v
इस,NP,0_पर,VGF,k7,0,,,pn
प्रभुनाथ,NP2,0_ने,VGF,k1,0,,,n
पलटवार,NP3,0,VGF,pof,0,,,n
किया,VGF,या,0,root,0,,,v
कि,CCP,0,VGF,k2,0,,,avy
आप,NP4,0,VGF2,k1,1,ARG1,VGF2,pn
तो,NEGP,0,VGF2,vmod,1,ARGM-NEG,VGF2,avy
मास्टर,NP5,0,VGF2,k1s,1,ARG2-ATR,VGF2,n
हैं,VGF2,है,CCP2,ccof,0,,,v
और,CCP2,0,CCP,ccof,0,,,avy
न2,NEGP2,0,NULL__VGF,vmod,0,,,avy
सदस्य,NP6,0,NULL__VGF,k1,0,,,n
आपके,NP7,का,NP8,r6,0,,,pn
गुलाम,NP8,0,NULL__VGF,k1s,0,,,n
दोनों,NP,0,VGF,k1,1,ARG1,VGF,n
आपस,NP2,0_में,VGF,k7,1,ARGM-LOC,VGF,pn
कदर,NP3,0,VGF,adv,1,ARGM-MNR,VGF,n
उलझ,VGF,0_पड+या,0,root,0,,,v
कि,CCP,0,VGF,vmod,1,ARGM-DIS,VGF,avy
दूसरे,NP4,0_का,VGNN,k1,1,ARG1,VGNN,pn
सुनने,VGNN,ना_को,VGF2,vmod,0,,,v
तैयार,JJP,0,VGF2,pof,0,,,adj
थे,VGF2,था,CCP,ccof,0,,,v
एनडीए,NP,0_ने,VGNF,k1,1,ARG0,VGNF2,n
यह,NP2,0,VGNF,k2,1,ARG1,VGNF,pn
कहते,VGNF,ता_हो+या,VGF,vmod,0,,,v
बैठक,NP3,0_का,VGNF2,r6-k2,1,ARG1,VGNF2,n
करना,VGNF2,ना,VGF,pof,0,,,v
चाहा,VGF,या,0,root,0,,,v
कि,CCP,0,NP2,rs,0,,,avy
वे,NP4,0,VGF2,k1,1,ARG0,VGNN,pn
यहां,NP5,0,VGF2,k7p,1,ARGM-LOC,VGF2,pn
विमर्श,NP6,0_के_लिए,VGF2,rt,1,ARGM-PRP,VGF2,n
आए,VGF2,या_है,CCP,ccof,0,,,v
कि2,CCP2,0,VGF2,vmod,1,ARGM-NEG,VGF2,avy
NULL2,NULL2,0,CCP2,ccof,0,,,NULL
NULL3,NULL__NP,0,0,root,0,,,NULL
खोटी,JJP,0,VGNN,k2,1,ARG1,VGNN,any
सुनने,VGNN,ना,NULL__VGF,rt,0,,,v
सोमनाथ,NP,0_ने,VGF,k1,1,ARG0,VGF,n
नेताओं,NP2,0_को,VGF,k2,1,ARG1,VGF,n
समझाया,VGF,या,0,root,0,,,v
नेताओं,NP,0_का,VGF,r6,1,ARG0,VGF,n
कहना,VGF,ना_था,0,root,0,,,v
कि,CCP,0,VGF,k2,1,ARG1,VGF,avy
उन्हें,NP2,को,VGF2,k1,0,,,pn
बात,NP3,0_पर,VGF2,k2,0,,,n
एतराज,NP4,0,VGF2,pof,0,,,n
होता,VGF2,ता,CCP,ccof,0,,,v
यदि,CCP2,0,VGF2,rh,0,,,avy
मुखर्जी,NP5,0,VGF3,k1,0,,,n
सदन,NP6,0_को,VGF3,k4,0,,,n
सिर्फ,RBP,0,VGF3,adv,0,,,adv
यह,NP7,0,VGF3,k2,0,,,pn
सूचित,JJP,0,VGF3,pof,0,,,adj
करना,VGF3,ना,CCP2,ccof,0,,,v
कि2,CCP3,0,NP7,rs,0,,,avy
प्रधानमंत्री,NP8,0,VGF4,k1,0,,,n
सदन2,NP9,0_में,VGF4,k7p,0,,,n
बयान,NP10,0,VGF4,pof,0,,,n
देंगे,VGF4,गा,CCP3,ccof,0,,,v
सेना,NP,0_का,NP2,r6,0,,,n
दस्ते,NP2,0_से,VGNF,k5,0,,,n
सेवानिवृत्त,JJP,0,VGNF,pof,0,,,adj
हुए,VGNF,एं,NP3,nmod__k1inv,0,,,v
जवान,NP3,0,VGF,k1,1,ARG0,VGF,n
प्रशिक्षण,NP4,0,VGF,k2,1,ARG1,VGF,n
देंगे,VGF,गा,0,root,0,,,v
बैठक,NP,0_में,VGF,k7,0,,,n
राज्यों,NP2,0_को,VGNF,k4,1,ARG0,VGNF,n
मिल,VGNF,0_रह+या,NP3,nmod__k1inv,0,,,v
NULL2,NULL2,0,0,root,0,,,NULL
योजना,NP3,0_को,VGNN,k2,1,ARG1,VGNF,n
सालों,NP4,0_के_लिए,VGNN,rt,1,ARGM-PRP,VGNN,n
बढ़ाने,VGNN,ना_का,NP5,r6-k2,0,,,v
निर्णय,NP5,0,VGF,pof,0,,,n
लिया,VGF,या_जा+या१,0,root,0,,,v
तहत,NP,0_के,VGF,k7,1,ARGM-MNS,VGF,psp
राज्यों,NP2,0_को,VGF,k4,1,ARG0,VGF,n
केन्द्र,NP3,0_से,VGF,k5,1,ARG2-SOU,VGF,n
रुपये,NP4,0,VGF,k1,1,ARG1,VGF,n
मिलते,VGF,ता_है,0,root,0,,,v
अप्रैल,NP,0_को,VGF,k7t,1,ARGM-TMP,VGF,n
राज्यों,NP2,0_का,NP3,r6,0,,,n
मुख्यमंत्रियों,NP3,0_का,NP4,r6,0,,,n
बैठक,NP4,0_में,VGF,k7,1,ARGM-LOC,VGF,n
समस्या,NP5,0_पर,VGNN,k7,0,,,n
काबू,NP6,0,VGNN,pof,0,,,n
पाने,VGNN,ना_का,NP7,r6,0,,,v
उपायों,NP7,0_पर,VGF,k7,1,ARG1,VGF,n
चर्चा,NP8,0,VGF,k1,1,ARG2-ATR,VGF,n
होगी,VGF,गा,0,root,0,,,v
बैठक,NP,0_के_बाद,VGF,k7t,1,ARGM-TMP,VGF,n
दुग्गल,NP2,0_ने,VGF,k1,1,ARG0,VGF,n
कहा,VGF,या,0,root,0,,,v
कि,CCP,0,VGF,k2,1,ARG1,VGF,avy
केन्द्र,NP3,0_ने,VGF2,k1,1,ARG0,VGNF2,n
नक्सलियों,NP4,0_द्वारा,VGNF,mk1,1,ARG0,VGNF,n
विस्फोटों,NP5,0_का,VGNF,r6,1,ARG1,VGNF,n
बढ़ती,VGNF,ता,NP6,nmod,0,,,v
वारदातों,NP6,0_को,VGNF2,k2,1,ARG1,VGNF2,n
देखते,VGNF2,ता_हो+एं,VGF2,vmod,0,,,v
सेना,NP7,0_का,NP8,r6,0,,,n
